Date,Ticker,Open,High,Low,Close,Volume,return_1,return_5,return_10,return_20,ma_dist_5,ma_dist_10,ma_dist_20,ma_dist_50,volatility_5,volatility_10,volatility_20,volume_change,volume_ratio_20,intraday_return,range_pct,close_position,target
2008-01-08,ULTA,12.800000190734863,13.75,12.350000381469728,13.550000190734863,704000,0.08226834627090507,-0.20991250774756132,-0.18275028630361467,-0.5157255034875577,-0.06693291180254124,-0.1439221497602598,-0.22569214911751823,-0.44237764643611266,0.07953806486014732,0.060350912285053265,0.06618642409784616,-0.29125138427464003,1.1645217851589638,0.0585937491268851,0.10332100360319957,0.8571429544565893,1
2008-01-09,ULTA,13.489999771118164,14.5,13.390000343322754,14.5,1019800,0.07011068604373327,-0.12386702909749792,-0.13690472270896192,-0.4727272727272728,0.02749432495530364,-0.07039364316580131,-0.13944033645609624,-0.39456191553078646,0.09476516271813076,0.06605939463902667,0.0700681353001334,0.44857954545454537,1.589823136463197,0.07487029251432809,0.07655170046049974,1.0,1
2008-01-10,ULTA,14.350000381469728,16.260000228881836,14.350000381469728,16.06999969482422,1232700,0.10827584102235988,0.036774173859627,-0.07377525409236207,-0.23146820602138385,0.12962179593485368,0.03878472622090923,-0.03236490986477021,-0.31840354368143586,0.10656954170681184,0.0754680324126528,0.056962242171695196,0.2087664247891743,2.3545478855483823,0.11986057614155464,0.1188550020960657,0.900523272651015,0
2008-01-11,ULTA,15.699999809265137,16.0,15.210000038146973,15.800000190734863,417800,-0.016801462925747024,0.09040720775081201,-0.0851187161589202,-0.1918158154818177,0.09055770805154154,0.031129689873799816,-0.03775881796052627,-0.31850726574334587,0.09980622775323464,0.07555869511546959,0.05558141179046667,-0.6610691976961143,0.8555164223114096,0.006369451126407831,0.04999999698204334,0.7468356722498868,1
2008-01-14,ULTA,15.770000457763672,16.40999984741211,15.579999923706056,16.049999237060547,237900,0.015822724259983545,0.2819487739801094,-0.061403574326641785,-0.1352370851889133,0.0563379875033891,0.05467205980005524,-0.015005108035214088,-0.29671276895699683,0.0511213155656862,0.07585881749787306,0.05495105409266076,-0.43058879846816656,0.5397740164269184,0.01775515353007043,0.05171339334331719,0.5662642850084673,0
2008-01-15,ULTA,15.649999618530272,16.059999465942383,15.579999923706056,15.609999656677246,291600,-0.027414305376869508,0.152029478741333,-0.08979591814037624,-0.15849054993541745,0.00025630532362199955,0.03624534112776818,-0.033286907205663956,-0.3055741077078151,0.05793045174057734,0.0761707271493104,0.055144213983817275,0.22572509457755352,0.6528674898409251,-0.0025559081679250584,0.030749490890027306,0.06249950329414971,1
2008-01-16,ULTA,15.600000381469728,16.329999923706055,15.59000015258789,15.90999984741211,297100,0.01921846235317104,0.09724136878704193,-0.038670659767480964,-0.10918256978161822,0.0013847005570639841,0.06066666323767763,-0.008722747995022295,-0.2816766687749766,0.05341579125781838,0.07586449771420392,0.05496795779702548,0.018861454046639192,0.6552351546562276,0.019871760151404235,0.046511613967019055,0.4324321537838973,0
2008-01-17,ULTA,15.829999923706056,15.920000076293944,14.390000343322754,14.760000228881836,188900,-0.072281560625994,-0.08151832550216564,-0.04774192071730088,-0.16610171792836514,-0.05542042829730063,-0.011121512759278815,-0.07187321273206136,-0.32337030439899955,0.03725300181299254,0.07671544978447886,0.05703462297376026,-0.36418714237630423,0.4180822220992641,-0.06759315855850721,0.10365851688656084,0.24183003276775686,0
2008-01-18,ULTA,14.65999984741211,14.739999771118164,12.0,12.5,951100,-0.15311654429784827,-0.20886076904416662,-0.13733608023132493,-0.295774647887324,-0.16477347507340886,-0.15121884687363607,-0.20079280972793048,-0.41685249814357755,0.07168628008289475,0.08882369756373605,0.06557236876229752,4.034939121228163,1.9323053168363098,-0.14733969098870137,0.21919998168945312,0.18248176706816127,1
2008-01-22,ULTA,12.0,12.859999656677246,11.779999732971191,12.579999923706056,1503700,0.0063999938964844905,-0.21619934444246103,0.004792289436793107,-0.24895522843545936,-0.11855381276414215,-0.14613452713965314,-0.184810783601937,-0.4037914744269796,0.06983504662625532,0.0772194124262345,0.06500269234953525,0.5810114604142571,2.7105414954214435,0.04833332697550471,0.08585055089474815,0.7407409696749223,1
